domain,sheet_type,head,relation,tail,vote
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,great_for_price,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,worth_price,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,NOT_CONTRARY,cheap,No
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,good_rate_for_excellent_accommodation,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,good_hotel_for_ £50_per_night,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,room_excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,NOT_CONTRARY,location_excellent_value_for_money,No
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,worth_every_Euro_spend,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,NOT_CONTRARY,economic_price,No
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,NOT_CONTRARY,not_expensive_price,No
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,great_value,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,right_price,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,right_performance,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,NOT_CONTRARY,cheap_price,No
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,full_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,good_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,undervalue_establishment,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,cheap_room,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,satisfied_price,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,unbeatable_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,excellent_price,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,excellent_quality_ratio,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,perfect_price_for_what_we_expect,Yes
price,Contrary(N)Body(P),have_evident_for_money_you_pay_you_get_one_small_water_bottle,CONTRARY_TO,excellent_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,great_quality,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,great_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,good_facility_for_tariff_charge,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,great_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,good_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,exceptional_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,good_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,reasonable_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,beautiful_hotel_for_cheap_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,great_for_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,worth_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,cheap,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,good_rate_for_excellent_accommodation,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,good_hotel_for_ £50_per_night,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,room_excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,NOT_CONTRARY,location_excellent_value_for_money,No
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,worth_every_Euro_spend,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,economic_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,not_expensive_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,great_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,right_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,right_performance,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,cheap_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,full_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,good_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,undervalue_establishment,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,cheap_room,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,satisfied_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,unbeatable_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,excellent_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,excellent_quality_ratio,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,perfect_price_for_what_we_expect,Yes
price,Contrary(N)Body(P),have_evident_expensive_for_what_you_get,CONTRARY_TO,excellent_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,great_quality,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,great_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,good_facility_for_tariff_charge,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,great_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,good_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,exceptional_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,good_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,reasonable_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,beautiful_hotel_for_cheap_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,great_for_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,worth_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,cheap,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,good_rate_for_excellent_accommodation,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,good_hotel_for_ £50_per_night,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,room_excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,NOT_CONTRARY,location_excellent_value_for_money,No
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,worth_every_Euro_spend,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,economic_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,not_expensive_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,great_value,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,right_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,right_performance,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,cheap_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,full_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,good_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,undervalue_establishment,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,cheap_room,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,satisfied_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,unbeatable_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,excellent_price,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,excellent_quality_ratio,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,perfect_price_for_what_we_expect,Yes
price,Contrary(N)Body(P),have_evident_expensive_rate_for_what_offer,CONTRARY_TO,excellent_value,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,great_quality,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,great_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,value_for_money,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,good_facility_for_tariff_charge,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,great_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,good_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,exceptional_value,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,good_value,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,reasonable_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,beautiful_hotel_for_cheap_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,great_for_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,worth_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,cheap,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,good_rate_for_excellent_accommodation,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,good_hotel_for_ £50_per_night,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,room_excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,NOT_CONTRARY,location_excellent_value_for_money,No
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,worth_every_Euro_spend,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,economic_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,not_expensive_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,great_value,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,right_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,right_performance,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,cheap_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,full_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,good_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,undervalue_establishment,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,cheap_room,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,satisfied_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,unbeatable_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,excellent_price,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,excellent_quality_ratio,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,perfect_price_for_what_we_expect,Yes
price,Contrary(N)Body(P),have_evident_overpriced_for_facility,CONTRARY_TO,excellent_value,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,great_quality,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,great_price,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,value_for_money,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,good_facility_for_tariff_charge,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,great_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,good_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,exceptional_value,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,good_value,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,reasonable_price,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,beautiful_hotel_for_cheap_price,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,great_for_price,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,worth_price,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,cheap,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,good_rate_for_excellent_accommodation,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,good_hotel_for_ £50_per_night,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,room_excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,location_excellent_value_for_money,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,worth_every_Euro_spend,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,economic_price,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,not_expensive_price,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,great_value,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,right_price,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,right_performance,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,cheap_price,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,full_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,good_value_for_price,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,undervalue_establishment,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,cheap_room,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,NOT_CONTRARY,satisfied_price,No
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,unbeatable_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,excellent_price,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,excellent_quality_ratio,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,perfect_price_for_what_we_expect,Yes
price,Contrary(N)Body(P),have_evident_meal_not_include_in_price,CONTRARY_TO,excellent_value,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,great_quality,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,great_price,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,value_for_money,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,good_facility_for_tariff_charge,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,great_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,good_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,exceptional_value,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,good_value,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,reasonable_price,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,NOT_CONTRARY,beautiful_hotel_for_cheap_price,No
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,great_for_price,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,excellent_value_for_money,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,worth_price,Yes
price,Contrary(N)Body(P),have_evident_high_price_for_not_enough_comfort_room,CONTRARY_TO,cheap,Yes
